manufacturer,image_pin_url_3x,model_specifications,fuel_type,short_name,image_map_url_3x,maintenance_mileage,fuel_distance_enabled,registry_model,image_large_url,registry_manufacturer,intermediate_maintenance_mileage,image_map_url_2x,fuel_cap_side,image_small_url,default_tags,image_pin_url_2x,tyres_info,deprecated,first_maintenance_mileage,name,code
BMW430I,,[],,2024,,,True,2024,,BMW430I,,,,,[],,[],False,,BMW430I 2024,d1f4f5ce7fcc38dc896cd7b70a4d23c5
CADILLAC,,"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '27c4f03fc4c666216dcb8150e5f4be71_FuelTankVolume'}]",,ESCALADE,,,True,ESCALADE,,CADILLAC,,,,,[],,[],False,,CADILLAC ESCALADE,27c4f03fc4c666216dcb8150e5f4be71
CHEVROLET,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '2906904dc660dc3383d375c64c114168_FuelTankVolume'}]",,CAPTIVA,,,True,CAPTIVA,,CHEVROLET,,,,,[],,[],False,,CHEVROLET CAPTIVA,2906904dc660dc3383d375c64c114168
CHEVROLET,,"[{'name': 'FuelTankVolume', 'value_localized': '69 model.specification.FuelTankVolume.unit(0)', 'value': '69', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 69, 'id': '1b5149479f95cc9db7fbaae6676a0403_FuelTankVolume'}]",,CORVETTE,,,True,CORVETTE,,CHEVROLET,,,,,[],,[],False,,CHEVROLET CORVETTE,1b5149479f95cc9db7fbaae6676a0403
CHEVROLET,,"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': 'ea58fd1a0bc4924fa13d04ca19b153e9_FuelTankVolume'}]",,TAHOE,,,True,TAHOE,,CHEVROLET,,,,,[],,[],False,,CHEVROLET TAHOE,ea58fd1a0bc4924fa13d04ca19b153e9
DODGE,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': 'e0c44a57373876aea930e7c3c6609425_FuelTankVolume'}]",,CHALLENGER,,,True,CHALLENGER,,DODGE,,,,,[],,[],False,,DODGE CHALLENGER,e0c44a57373876aea930e7c3c6609425
FERRARI,,"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '4711de9d3bf5d69e1872aa1c04f226c3_FuelTankVolume'}]",,F8 TRIBUTO,,,True,F8 TRIBUTO,,FERRARI,,,,,[],,[],False,,FERRARI F8 TRIBUTO,4711de9d3bf5d69e1872aa1c04f226c3
GMC,,"[{'name': 'FuelTankVolume', 'value_localized': '70 model.specification.FuelTankVolume.unit(0)', 'value': '70', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 70, 'id': '147b9edc6def8f42f1b001cede152a2e_FuelTankVolume'}]",,YUKON,,,True,YUKON,,GMC,,,,,[],,[],False,,GMC YUKON,147b9edc6def8f42f1b001cede152a2e
GMC,,"[{'name': 'FuelTankVolume', 'value_localized': '70 model.specification.FuelTankVolume.unit(0)', 'value': '70', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 70, 'id': 'bbb75c9d61312aebf86cd44f6e2f24d4_FuelTankVolume'}]",,YUKON,,,True,YUKON,,GMC,,,,,[],,[],False,,GMC YUKON,bbb75c9d61312aebf86cd44f6e2f24d4
HONDA,,"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': '261c45d8b0a724c74ebd8c8dc2f4d9c0_FuelTankVolume'}]",,CIVIC,,,True,CIVIC,,HONDA,,,,,[],,[],False,,HONDA CIVIC,261c45d8b0a724c74ebd8c8dc2f4d9c0
JAC,,[],,JS4,,,True,JS4,,JAC,,,,,[],,[],False,,JAC JS4,262990d43cc0291a38d0e755d42d8524
Jac,,[],,J7,,,True,J7,,Jac,,,,,[],,[],False,,Jac J7,93ba3281865ecb54cc8db6c9250cddee
KIA,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '9f759e6099f5fe5ecbfa5fcd5ab7f142_FuelTankVolume'}]",,K5,,,True,K5,,KIA,,,,,[],,[],False,,KIA K5,9f759e6099f5fe5ecbfa5fcd5ab7f142
Kia,,[],,Sportage,,,True,Sportage,,Kia,,,,,[],,[],False,,Kia Sportage,e63ca93e2e6a3c00c82e35d4705c84ee
LAMBORGHINI,,"[{'name': 'FuelTankVolume', 'value_localized': '80 model.specification.FuelTankVolume.unit(0)', 'value': '80', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 80, 'id': '60337101bcd687dd2794b56854685224_FuelTankVolume'}]",,HURACAN,,,True,HURACAN,,LAMBORGHINI,,,,,[],,[],False,,LAMBORGHINI HURACAN,60337101bcd687dd2794b56854685224
LAMBORGHINI,,"[{'name': 'FuelTankVolume', 'value_localized': '85 model.specification.FuelTankVolume.unit(0)', 'value': '85', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 85, 'id': '57c24da21c9e2d2909c9dae36cec1dc6_FuelTankVolume'}]",,URUS MY20,,,True,URUS MY20,,LAMBORGHINI,,,,,[],,[],False,,LAMBORGHINI URUS MY20,57c24da21c9e2d2909c9dae36cec1dc6
LAMBORGHINI,,"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '8dbf0d0dddaed8b8cef99ee5596768fe_FuelTankVolume'}]",,URUS MY20,,,True,URUS MY20,,LAMBORGHINI,,,,,[],,[],False,,LAMBORGHINI URUS MY20,8dbf0d0dddaed8b8cef99ee5596768fe
LAND ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '2f9d0822fffb3a26a135f41887b50214_FuelTankVolume'}]",,DEFENDER,,,True,DEFENDER,,LAND ROVER,,,,,[],,[],False,,LAND ROVER DEFENDER,2f9d0822fffb3a26a135f41887b50214
LAND ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': '1b9e4ddc4a1bada67405be71535e58f9_FuelTankVolume'}]",,VOGUE,,,True,VOGUE,,LAND ROVER,,,,,[],,[],False,,LAND ROVER VOGUE,1b9e4ddc4a1bada67405be71535e58f9
LEXUS,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '34c67e5fad2d78823f93292f1967f320_FuelTankVolume'}]",,IS 300,,,True,IS 300,,LEXUS,,,,,[],,[],False,,LEXUS IS 300,34c67e5fad2d78823f93292f1967f320
LEXUS,,"[{'name': 'FuelTankVolume', 'value_localized': '78 model.specification.FuelTankVolume.unit(0)', 'value': '78', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 78, 'id': 'b2558e9f6e1113980a44fd0ea5fa9e1c_FuelTankVolume'}]",,LX 600,,,True,LX 600,,LEXUS,,,,,[],,[],False,,LEXUS LX 600,b2558e9f6e1113980a44fd0ea5fa9e1c
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '11f64f4d6cb1d0aab2493b4b35616f02_FuelTankVolume'}]",,A220,,,True,A220,,MERCEDES,,,,,[],,[],False,,MERCEDES A220,11f64f4d6cb1d0aab2493b4b35616f02
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '8afeaf9444f8afd4a6c49e2db2ac94b3_FuelTankVolume'}]",,A220,,,True,A220,,MERCEDES,,,,,[],,[],False,,MERCEDES A220,8afeaf9444f8afd4a6c49e2db2ac94b3
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'b53013381f2f268389eb890cdbf22665_FuelTankVolume'}]",,A220,,,True,A220,,MERCEDES,,,,,[],,[],False,,MERCEDES A220,b53013381f2f268389eb890cdbf22665
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '27e0d9fe662c6a3def66a504eb9780d8_FuelTankVolume'}]",,C180,,,True,C180,,MERCEDES,,,,,[],,[],False,,MERCEDES C180,27e0d9fe662c6a3def66a504eb9780d8
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '38b803b6b77d0e895ff91db0849969f4_FuelTankVolume'}]",,C200,,,True,C200,,MERCEDES,,,,,[],,[],False,,MERCEDES C200,38b803b6b77d0e895ff91db0849969f4
MERCEDES,,[],,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,36034d5bda687510a46e60edebd966d1
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': '781c13aa102d57c613669f9e8d3c5788_FuelTankVolume'}]",,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,781c13aa102d57c613669f9e8d3c5788
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': '7a954841262bb3e9f8855cfeed11d617_FuelTankVolume'}]",,C300,,,True,C300,,MERCEDES,,,,,[],,[],False,,MERCEDES C300,7a954841262bb3e9f8855cfeed11d617
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '54211bc65283a599206eec859196b889_FuelTankVolume'}]",,CLA250,,,True,CLA250,,MERCEDES,,,,,[],,[],False,,MERCEDES CLA250,54211bc65283a599206eec859196b889
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'a5bc717c26077c24f369cbbd22362645_FuelTankVolume'}]",,CLA250,,,True,CLA250,,MERCEDES,,,,,[],,[],False,,MERCEDES CLA250,a5bc717c26077c24f369cbbd22362645
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': 'd4ef5d1b0351db5effafd9d5cde4378d_FuelTankVolume'}]",,E350,,,True,E350,,MERCEDES,,,,,[],,[],False,,MERCEDES E350,d4ef5d1b0351db5effafd9d5cde4378d
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '4e7ded82c97a35472922573730e8540b_FuelTankVolume'}]",,E400,,,True,E400,,MERCEDES,,,,,[],,[],False,,MERCEDES E400,4e7ded82c97a35472922573730e8540b
MERCEDES,,"[{'name': 'FuelTankVolume', 'value_localized': '49 model.specification.FuelTankVolume.unit(0)', 'value': '49', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 49, 'id': '21fd86efca217bfd6d40130ceff415f5_FuelTankVolume'}]",,GLE 53,,,True,GLE 53,,MERCEDES,,,,,[],,[],False,,MERCEDES GLE 53,21fd86efca217bfd6d40130ceff415f5
MINI COOPER,,"[{'name': 'FuelTankVolume', 'value_localized': '50 model.specification.FuelTankVolume.unit(0)', 'value': '50', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 50, 'id': 'f5dd39eaa26b5d8b51f7ef7abd1e7213_FuelTankVolume'}]",,COOPER S,,,True,COOPER S,,MINI COOPER,,,,,[],,[],False,,MINI COOPER COOPER S,f5dd39eaa26b5d8b51f7ef7abd1e7213
MITSUBISHI,,"[{'name': 'FuelTankVolume', 'value_localized': '45 model.specification.FuelTankVolume.unit(0)', 'value': '45', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 45, 'id': 'f4df89a477d4a6a101d12f08050c8f3f_FuelTankVolume'}]",,ATTRAGE,,,True,ATTRAGE,,MITSUBISHI,,,,,[],,[],False,,MITSUBISHI ATTRAGE,f4df89a477d4a6a101d12f08050c8f3f
MITSUBISHI XPANDER,,[],,2024,,,True,2024,,MITSUBISHI XPANDER,,,,,[],,[],False,,MITSUBISHI XPANDER 2024,ad80c4d01bac5e29e7265ccf007e6814
Mercedes,,[],,A45,,,True,A45,,Mercedes,,,,,[],,[],False,,Mercedes A45,01cc42f39a3d818c167993cfddacbd5f
Mercedes,,"[{'name': 'FuelTankVolume', 'value_localized': '100 model.specification.FuelTankVolume.unit(0)', 'value': '100', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 100, 'id': '115d98597842469155e4ea792efb9b03_FuelTankVolume'}]",,G63 AMG,,,True,G63 AMG,,Mercedes,,,,,[],,[],False,,Mercedes G63 AMG,115d98597842469155e4ea792efb9b03
Mercedes,,[],,S500,,,True,S500,,Mercedes,,,,,[],,[],False,,Mercedes S500,fef8f4c5138eafa0df7af596994ab7d9
Mini Cooper Green,,[],,2024,,,True,2024,,Mini Cooper Green,,,,,[],,[],False,,Mini Cooper Green 2024,77d4d81b22ba210afb6e1f3a07fd5525
Mitsubisi Xpander,,[],,2024,,,True,2024,,Mitsubisi Xpander,,,,,[],,[],False,,Mitsubisi Xpander 2024,e96a89bf6a6bab97c6f1d3f2bd78b1d1
NISSAN,,"[{'name': 'FuelTankVolume', 'value_localized': '140 model.specification.FuelTankVolume.unit(0)', 'value': '140', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 140, 'id': '426a499452987eb999ea89e6781bb62e_FuelTankVolume'}]",,PATROL SE P.C,,,True,PATROL SE P.C,,NISSAN,,,,,[],,[],False,,NISSAN PATROL SE P.C,426a499452987eb999ea89e6781bb62e
PORSCHE,,"[{'name': 'FuelTankVolume', 'value_localized': '60 model.specification.FuelTankVolume.unit(0)', 'value': '60', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 60, 'id': '4c7d2b0cb751430e0a032d31669af235_FuelTankVolume'}]",,911 CARRERA 4GTS,,,True,911 CARRERA 4GTS,,PORSCHE,,,,,[],,[],False,,PORSCHE 911 CARRERA 4GTS,4c7d2b0cb751430e0a032d31669af235
PORSCHE,,[],,TARGA,,,True,TARGA,,PORSCHE,,,,,[],,[],False,,PORSCHE TARGA,74cf2bdcfc5e71f3b9b5ea93a6f66eca
Porsche Boxster 718 Convertible,,[],,2024,,,True,2024,,Porsche Boxster 718 Convertible,,,,,[],,[],False,,Porsche Boxster 718 Convertible 2024,c5477bd2d8dd86d2bd0101e055465838
RANGE ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '65 model.specification.FuelTankVolume.unit(0)', 'value': '65', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 65, 'id': '3e98664d914ff1aa2ce82eb13b814eff_FuelTankVolume'}]",,SPORT,,,True,SPORT,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SPORT,3e98664d914ff1aa2ce82eb13b814eff
RANGE ROVER,,[],,SPORT,,,True,SPORT,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SPORT,4303eabcc5ecc89d9b7b85c0c9fa5939
RANGE ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '72 model.specification.FuelTankVolume.unit(2)', 'value': '72', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 72, 'id': '525dde020b8add591ac102323307d674_FuelTankVolume'}]",,SPORT,,,True,SPORT,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER SPORT,525dde020b8add591ac102323307d674
RANGE ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '75 model.specification.FuelTankVolume.unit(0)', 'value': '75', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 75, 'id': 'e8760656959e963d9afafe310e596c2e_FuelTankVolume'}]",,VELAR,,,True,VELAR,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER VELAR,e8760656959e963d9afafe310e596c2e
RANGE ROVER,,"[{'name': 'FuelTankVolume', 'value_localized': '68 model.specification.FuelTankVolume.unit(0)', 'value': '68', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 68, 'id': 'b7fbc6836d122b3d931859ad9759be3c_FuelTankVolume'}]",,VOGUE,,,True,VOGUE,,RANGE ROVER,,,,,[],,[],False,,RANGE ROVER VOGUE,b7fbc6836d122b3d931859ad9759be3c
Range Rover Sport,,[],,2023,,,True,2023,,Range Rover Sport,,,,,[],,[],False,,Range Rover Sport 2023,6eaf74538d6f9da505e6b0269d343b4e
TOYOTA,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '44fe087851217e6f7b4d02bdf8de4b21_FuelTankVolume'}]",,CAMRY,,,True,CAMRY,,TOYOTA,,,,,[],,[],False,,TOYOTA CAMRY,44fe087851217e6f7b4d02bdf8de4b21
TOYOTA,,"[{'name': 'FuelTankVolume', 'value_localized': '79 model.specification.FuelTankVolume.unit(0)', 'value': '79', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 79, 'id': '1aa89a5e53a51ef4ae1a1403c03bc408_FuelTankVolume'}]",,LAND CRUISER,,,True,LAND CRUISER,,TOYOTA,,,,,[],,[],False,,TOYOTA LAND CRUISER,1aa89a5e53a51ef4ae1a1403c03bc408
TOYOTA,,"[{'name': 'FuelTankVolume', 'value_localized': '55 model.specification.FuelTankVolume.unit(0)', 'value': '55', 'name_localized': 'Fuel Tank Volume', 'icon_localized': 'model.specification.FuelTankVolume.default_icon', 'value_parsed': 55, 'id': '09850867a8ab300284f1508dce80eb0b_FuelTankVolume'}]",,YARIS,,,True,YARIS,,TOYOTA,,,,,[],,[],False,,TOYOTA YARIS,09850867a8ab300284f1508dce80eb0b
TOYOYA YARIS,,[],,2023,,,True,2023,,TOYOYA YARIS,,,,,[],,[],False,,TOYOYA YARIS 2023,5f0ffa5fd67ce71689ba90d79f45ea7d
