ya_id,ya_number,ya_merge_manufacturer,ya_merge_short_name,takamol_CarNo,takamol_Model,takamol_MemberNo,takamol_CarKey,takamol_CarName,takamol_Reservations
714c0651-7da7-46c8-8d32-0c98c190358e,t99520,AUDI,A6,99520,2021,2114,8839,AUDI A6,"[{'ReservationKey': 0, 'CarKey': 8839, 'CustomerName': 'Running Contract, 67111', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/21/2024 11:10:00 PM', 'ToDateTime': '6/20/2024 11:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
a053aa10-4ea9-4f47-9a63-949f150aa754,t99869,AUDI,A6,99869,2021,2114,8838,AUDI A6,
ee581fb2-40b2-48cc-960a-b58d933d33f4,u43461,AUDI,A8,43461,2019,2114,71191,AUDI A8,
d3714612-5ff4-43bf-b3d0-cc510d54a61f,l99571,AUDI,Q3,99571,2022,2114,67964,AUDI Q3,
d02e6219-0eb1-4fde-b85c-d4efd2ec13f0,i23480,AUDI,Q5,23480,2022,2114,67963,AUDI Q5,
531352ff-0d62-4879-b02a-c0e7bd6c1b05,t57438,AUDI,Q5,57438,2017,2114,5749,AUDI Q5,"[{'ReservationKey': 0, 'CarKey': 5749, 'CustomerName': 'Running Contract, 72038', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/15/2024 9:05:00 PM', 'ToDateTime': '7/16/2024 9:05:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
6cfec555-bc83-4a9a-9c56-abc5206b91df,q5098,AUDI,Q7,5098,2022,2114,67134,AUDI Q7,"[{'ReservationKey': 0, 'CarKey': 67134, 'CustomerName': 'Running Contract, 71764', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/9/2024 2:00:00 PM', 'ToDateTime': '8/8/2024 2:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
9266ceca-e730-4476-b78d-8005a5fba8de,k37111,AUDI,Q7,37111,2022,2114,67132,AUDI Q7,
cb2988ae-dea6-42c3-b7b5-73640c1caa66,u63352,AUDI,Q7,63352,2022,2114,67135,AUDI Q7,"[{'ReservationKey': 0, 'CarKey': 67135, 'CustomerName': 'Running Contract, 380837', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 3:53:00 PM', 'ToDateTime': '8/1/2024 3:53:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
1a892e0d-9c6b-49f8-a985-147d17a1e71c,c81941,AUDI,Q7,81941,2022,2114,9307,AUDI Q7,
ba33848b-c136-4384-a9ed-550d2b0fbe29,c83058,AUDI,Q7,83058,2022,2114,9324,AUDI Q7,
fd114614-78dd-46a2-b013-18670c81336f,a95047,AUDI,Q7,95047,2022,2114,67133,AUDI Q7,
4a16ac21-9902-49ba-b59f-68bdc899d396,u99442,AUDI,Q7,99442,2021,2114,8689,AUDI Q7,"[{'ReservationKey': 0, 'CarKey': 8689, 'CustomerName': 'Running Contract, 72727', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 8:45:00 PM', 'ToDateTime': '8/3/2024 8:45:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
831f03b3-bfcf-4cff-adf6-a65ae99776c6,q5087,AUDI,Q8,5087,2022,2114,9162,AUDI Q8,
7572e65d-f9d6-4a56-809c-a65ec6d40a6b,u62020,AUDI,Q8,62020,2021,2114,8690,AUDI Q8,"[{'ReservationKey': 0, 'CarKey': 8690, 'CustomerName': 'Running Contract, 72232', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/23/2024 9:40:00 PM', 'ToDateTime': '8/22/2024 9:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
be4f1bca-5090-4506-864c-c7378340ba42,t2052,AUDI,R8,2052,2018,2114,7683,AUDI R8 CONVERTIBLE,"[{'ReservationKey': 0, 'CarKey': 7683, 'CustomerName': 'Running Contract, 69874', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/9/2024 10:50:00 PM', 'ToDateTime': '4/10/2024 10:50:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
08ca913d-b9e7-46b0-9fca-f3f2aefa94ea,p90905,AUDI,RS Q3,90905,2022,2114,67965,AUDI RSQ3,
08addd71-cc60-4447-a5c1-50b7dbe78f55,l98216,AUDI,RS Q3,98216,2022,2114,67973,AUDI RSQ3,"[{'ReservationKey': 0, 'CarKey': 67973, 'CustomerName': 'Running Contract, 66869', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/14/2024 3:40:00 AM', 'ToDateTime': '4/15/2024 3:40:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
076e975e-6673-4f5f-b95c-57c99163f199,t99448,AUDI,RS Q3,99448,2021,2114,8683,AUDI RSQ3,
da908d76-64c1-4981-a7ad-3b4c0d5b68cd,m61561,AUDI,RS Q8,61561,2021,2114,8885,AUDI RSQ8,"[{'ReservationKey': 0, 'CarKey': 8885, 'CustomerName': 'Running Contract, 66911', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/12/2024 12:57:00 PM', 'ToDateTime': '4/13/2024 12:57:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
a4d584e1-8532-4893-9923-b333a7beb13c,u99446,AUDI,RS Q8,99446,2021,2114,8761,AUDI RSQ8,
2808f321-681e-4fdd-8e5c-05098a7c5e66,s66442,AUDI,S3,66442,2021,2114,8898,AUDI S3,"[{'ReservationKey': 0, 'CarKey': 8898, 'CustomerName': 'Running Contract, 72645', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/29/2024 6:00:00 PM', 'ToDateTime': '7/31/2024 6:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
ed354570-c277-4afa-9afb-44c741a1c019,u99883,AUDI,S3,99883,2021,2114,8870,AUDI S3,
30d99195-6aca-4d47-b83b-5abf6a2ac1eb,r7519,AUDI,R8,7519,2021,2114,8896,Audi R8 V10 Coupe,
4b0f48a6-194c-4c05-837b-34a981239173,v4816,BENTLEY,BENTAYGA,4816,2019,2114,100310,BENTLEY BENTAYGA,
83985f50-3d87-4e84-92e7-143fa464bc30,u52122,BENTLEY,BENTAYGA,52122,2022,2114,85467,BENTLEY BENTAYGA,
c5f99030-9150-47fa-8fda-9746940726b1,s66447,BENTLEY,BENTAYGA,66447,2022,2114,85466,BENTLEY BENTAYGA,"[{'ReservationKey': 0, 'CarKey': 85466, 'CustomerName': 'Running Contract, 50769', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/19/2023 12:15:00 AM', 'ToDateTime': '12/14/2023 12:15:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
0af1db34-5a7a-4450-abed-351a54b3ccdf,p99445,BENTLEY,BENTAYGA,99445,2019,2114,7693,BENTLEY BENTAYGA,
3795b5f9-2c5f-4fa7-b702-a5d6d948f0cc,k99445,BENTLEY,BENTAYGA,99445,2022,2114,73293,BENTLEY BENTAYGA,"[{'ReservationKey': 0, 'CarKey': 73293, 'CustomerName': 'Running Contract, 72792', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 3:40:00 PM', 'ToDateTime': '8/3/2024 3:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
c938c4b8-659b-440b-a303-6f9d2340f313,s99447,BENTLEY,BENTAYGA,99447,2022,2114,85468,BENTLEY BENTAYGA,"[{'ReservationKey': 0, 'CarKey': 85468, 'CustomerName': 'Running Contract, 72705', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 12:20:00 PM', 'ToDateTime': '8/3/2024 12:20:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
0c4afdc4-100a-416a-89bf-4430ae46c9af,f99772,BENTLEY,BENTAYGA,99772,2021,2114,73294,BENTLEY BENTAYGA,"[{'ReservationKey': 0, 'CarKey': 73294, 'CustomerName': 'Running Contract, 380568', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/5/2024 2:07:00 PM', 'ToDateTime': '6/6/2024 2:07:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
d71f8d73-04e7-4c4e-86e5-1e23e9754a59,u4835,BENTLEY,BENTAYGA,4835,2022,2114,67498,BENTLEY CONTINENTAL,
55aa74f7-09b1-439f-a1b1-9eb1e378d430,u8430,BENTLEY,CONTINENTAL,8430,2019,2114,9330,BENTLEY CONTINENTAL,"[{'ReservationKey': 0, 'CarKey': 9330, 'CustomerName': 'Running Contract, 72676', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 2:27:00 AM', 'ToDateTime': '8/3/2024 2:27:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
6471427a-302a-4729-a2d5-54c7522e7d9a,y24958,BENTLEY,CONTINENTAL,24958,2022,2114,68754,BENTLEY CONTINENTAL,
466417a9-dffa-49f4-bbe6-7411fded36b6,u4825,BENTLEY,GT,4825,2019,2114,8775,BENTLEY GT,
32d0eaf6-359f-4c97-8b05-5cf31c9cfc74,a51960,BENTLEY,GT,51960,2016,2114,8105,BENTLEY GT,
6e13a738-1bd7-47c0-afb0-6523bf942881,h94802,BMW,318,94802,2018,2114,7641,BMW 318,
3d76ad3f-d9a0-4507-a392-f6ea6e8a3ad5,h94825,BMW,318,94825,2018,2114,7643,BMW 318,
28df3e59-4e53-4653-9150-6d0b7dc41919,w98418,BMW,320 I,98418,2019,2114,7081,BMW 320,"[{'ReservationKey': 0, 'CarKey': 7081, 'CustomerName': 'Running Contract, 380645', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/24/2024 5:26:00 AM', 'ToDateTime': '6/25/2024 5:26:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
6a868575-956e-466a-9b7a-6f4474c03269,t4835,BMW,430,4835,2019,2114,71268,BMW 430,
c021edca-ac44-45b4-84e0-a1621708398f,s92020,BMW,440,92020,2021,2114,9174,BMW 440,
44548429-3eb5-41f2-8a61-597159fd0395,s4835,CADILLAC,ESCALADE,4835,2022,2114,9353,CADILLAC ESCALADE,"[{'ReservationKey': 0, 'CarKey': 9353, 'CustomerName': 'Running Contract, 69394', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 12:01:00 PM', 'ToDateTime': '8/3/2024 12:01:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
b4aec5a9-c5df-4960-ae3f-46bd15545ef0,l5036,CADILLAC,ESCALADE,5036,2021,2114,8880,CADILLAC ESCALADE,
32526137-4ec8-442f-9425-ea34927e80bd,n53030,CADILLAC,ESCALADE,53030,2023,2114,104316,CADILLAC ESCALADE,"[{'ReservationKey': 0, 'CarKey': 104316, 'CustomerName': 'Running Contract, 71470', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/5/2024 2:15:00 PM', 'ToDateTime': '7/6/2024 2:15:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
93c6bf9f-0c6d-4a13-b8b3-9e1b76a477d5,s10049,CHEVROLET,CAPTIVA,10049,2022,2114,62121,CHEVROLET CAPTIVA,
96ce7dc7-400e-4b63-b789-9376578d9730,z16355,CHEVROLET,CAPTIVA,16355,2023,2114,83890,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83890, 'CustomerName': 'Running Contract, 55688', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '9/3/2023 7:25:00 PM', 'ToDateTime': '9/4/2023 7:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
c229afb8-0eb4-4ecd-af9f-e7ae665a94e6,z16356,CHEVROLET,CAPTIVA,16356,2023,2114,83882,CHEVROLET CAPTIVA,
138b454b-6c22-45d3-a320-4a5fc2a48387,z16357,CHEVROLET,CAPTIVA,16357,2023,2114,83884,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83884, 'CustomerName': 'Running Contract, 72740', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 9:30:00 AM', 'ToDateTime': '8/3/2024 9:30:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
89b3306e-a5b7-4156-b296-799b944066ff,z16358,CHEVROLET,CAPTIVA,16358,2023,2114,83883,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83883, 'CustomerName': 'Running Contract, 72344', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/22/2024 3:40:00 PM', 'ToDateTime': '8/21/2024 3:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
13450fe2-dee9-48e5-84d1-cef76690e416,z16359,CHEVROLET,CAPTIVA,16359,2023,2114,83878,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83878, 'CustomerName': 'Running Contract, 72788', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 11:45:00 PM', 'ToDateTime': '8/3/2024 11:45:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
8ff275e2-b39a-41f3-9761-a7dd565ab107,z16360,CHEVROLET,CAPTIVA,16360,2023,2114,83879,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83879, 'CustomerName': 'Running Contract, 72679', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 4:10:00 PM', 'ToDateTime': '7/31/2024 4:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
fcf366ad-77eb-420f-885f-f77d4af79b10,z16362,CHEVROLET,CAPTIVA,16362,2023,2114,83885,CHEVROLET CAPTIVA,
0222863e-3cca-4b0e-8541-6c953adfe18b,z16364,CHEVROLET,CAPTIVA,16364,2023,2114,83881,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83881, 'CustomerName': 'Running Contract, 72670', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 8:35:00 AM', 'ToDateTime': '8/4/2024 8:35:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
e298fc09-0f50-4ee3-be76-6698bddb57ce,z16365,CHEVROLET,CAPTIVA,16365,2023,2114,83880,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83880, 'CustomerName': 'Running Contract, 55972', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '9/12/2023 1:21:00 PM', 'ToDateTime': '2/15/2024 1:21:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
bfbe4006-19f5-4a14-8513-7475bc995a5e,z16366,CHEVROLET,CAPTIVA,16366,2023,2114,83886,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83886, 'CustomerName': 'Running Contract, 63888', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '2/6/2024 11:55:00 AM', 'ToDateTime': '2/7/2024 11:55:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
0cb98c80-3a67-433a-a585-b891377f0560,z16367,CHEVROLET,CAPTIVA,16367,2023,2114,83889,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83889, 'CustomerName': 'Running Contract, 71628', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/8/2024 9:25:00 PM', 'ToDateTime': '7/17/2024 9:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
158dcbee-30ac-4646-8f9b-43fe74b5c635,z16368,CHEVROLET,CAPTIVA,16368,2023,2114,83891,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83891, 'CustomerName': 'Running Contract, 72623', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 2:30:00 PM', 'ToDateTime': '8/6/2024 2:30:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
1458c4c4-4d8c-4df5-bd69-226c0d16f63a,z16369,CHEVROLET,CAPTIVA,16369,2023,2114,83887,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83887, 'CustomerName': 'Running Contract, 70751', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/20/2024 9:10:00 PM', 'ToDateTime': '6/21/2024 9:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
9b50adf9-ba42-4ea6-b88f-e00ee436e97d,z16370,CHEVROLET,CAPTIVA,16370,2023,2114,83888,CHEVROLET CAPTIVA,
876b65c1-7793-4de1-a2e9-8bed307eaf3c,y41482,CHEVROLET,CAPTIVA,41482,2023,2114,83892,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 83892, 'CustomerName': 'Running Contract, 72386', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/28/2024 10:19:00 PM', 'ToDateTime': '8/5/2024 10:19:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
03822ad8-3e34-42ec-b96a-60a50ee63383,z59016,CHEVROLET,CAPTIVA,59016,2023,2114,87326,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 87326, 'CustomerName': 'Running Contract, 66730', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '4/13/2024 7:56:00 PM', 'ToDateTime': '5/9/2024 7:56:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
9cfcb976-d9ad-4421-b588-ab55fe2a7fe9,z59020,CHEVROLET,CAPTIVA,59020,2023,2114,87327,CHEVROLET CAPTIVA,
48819ef1-7671-4823-a6c5-104b02b2ce5b,z59022,CHEVROLET,CAPTIVA,59022,2023,2114,87325,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 87325, 'CustomerName': 'Running Contract, 72376', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/23/2024 8:00:00 PM', 'ToDateTime': '7/24/2024 8:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
bcee1d9c-ca36-4a29-b7ea-6a7ac876b09e,z69201,CHEVROLET,CAPTIVA,69201,2023,2114,89378,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 89378, 'CustomerName': 'Running Contract, 71710', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 11:12:00 PM', 'ToDateTime': '7/28/2024 11:12:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
ed7bf3e5-996a-49e6-801a-2f3e22b2ed5d,z69206,CHEVROLET,CAPTIVA,69206,2023,2114,89377,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 89377, 'CustomerName': 'Running Contract, 72632', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 5:00:00 PM', 'ToDateTime': '8/7/2024 5:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
01bc479b-60f7-4de5-aad8-6e095ad037ce,r70630,CHEVROLET,CAPTIVA,70630,2022,2114,62116,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 62116, 'CustomerName': 'Running Contract, 45450', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '11/28/2022 7:40:00 PM', 'ToDateTime': '5/11/2024 7:40:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
30313d90-dad7-4733-948f-d56bd1ccd56d,r79940,CHEVROLET,CAPTIVA,79940,2022,2114,62119,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 62119, 'CustomerName': 'Running Contract, 72297', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/21/2024 7:30:00 PM', 'ToDateTime': '7/28/2024 7:30:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
08e382df-a8ac-450b-97a5-28735585cb41,r88753,CHEVROLET,CAPTIVA,88753,2022,2114,63155,CHEVROLET CAPTIVA,"[{'ReservationKey': 0, 'CarKey': 63155, 'CustomerName': 'Running Contract, 72387', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/26/2024 12:12:00 AM', 'ToDateTime': '7/27/2024 12:12:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
4a7c5b13-66c8-42b2-8659-ad1f255da409,y24950,CHEVROLET,CORVETTE,24950,2022,2114,68556,CHEVROLET CORVETTE,
537b78ff-57a2-49f4-bf2c-ba9faf5a3738,y24954,CHEVROLET,CORVETTE,24954,2022,2114,68755,CHEVROLET CORVETTE,
c93d4b2f-205c-43d2-9757-70df51362c61,v30305,CHEVROLET,CORVETTE,30305,2023,2114,104306,CHEVROLET CORVETTE,"[{'ReservationKey': 0, 'CarKey': 104306, 'CustomerName': 'Running Contract, 71713', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 2:26:00 PM', 'ToDateTime': '8/2/2024 2:26:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
5a4d5838-aaed-4fee-852c-19cc34ff6fb2,v30306,CHEVROLET,CORVETTE,30306,2023,2114,104304,CHEVROLET CORVETTE,"[{'ReservationKey': 0, 'CarKey': 104304, 'CustomerName': 'Running Contract, 61599', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '12/25/2023 8:45:00 AM', 'ToDateTime': '12/26/2023 8:45:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
91b7f484-418e-4350-9b16-44fc55a3f64f,u66448,CHEVROLET,CORVETTE,66448,2022,2114,69215,CHEVROLET CORVETTE,"[{'ReservationKey': 0, 'CarKey': 69215, 'CustomerName': 'Running Contract, 71537', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/13/2024 4:25:00 PM', 'ToDateTime': '7/14/2024 4:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
f63e4146-8e77-4130-b295-0e6eb449a409,j93030,CHEVROLET,CORVETTE,93030,2023,2114,104298,CHEVROLET CORVETTE,
2351cbf8-a698-428d-96f1-fdd154bd5d71,t91049,CHEVROLET,IMPALA,91049,2018,2114,7036,CHEVROLET IMPALA,"[{'ReservationKey': 0, 'CarKey': 7036, 'CustomerName': 'Running Contract, 380646', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/24/2024 5:26:00 AM', 'ToDateTime': '6/25/2024 5:26:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
7c4b45a1-4060-4771-a824-47b15ffd5555,p25733,CHEVROLET,TAHOE,25733,2021,2114,62101,CHEVROLET TAHOE,"[{'ReservationKey': 0, 'CarKey': 62101, 'CustomerName': 'Running Contract, 72296', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 8:00:00 PM', 'ToDateTime': '8/3/2024 8:00:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
988f0e42-5b76-42dd-91ac-11ddb03244e0,p27326,CHEVROLET,TAHOE,27326,2021,2114,62110,CHEVROLET TAHOE,"[{'ReservationKey': 0, 'CarKey': 62110, 'CustomerName': 'Running Contract, 71056', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/27/2024 9:10:00 PM', 'ToDateTime': '6/28/2024 9:10:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
6ba40b1f-0419-4041-bd2a-a6d884e1922d,p27380,CHEVROLET,TAHOE,27380,2022,2114,62100,CHEVROLET TAHOE,"[{'ReservationKey': 0, 'CarKey': 62100, 'CustomerName': 'Running Contract, 70828', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 3:30:00 AM', 'ToDateTime': '8/1/2024 3:30:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
